,url,directapply,salary,jobtitle,jobopeningdate,contractduration,company,city
3,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0CbxEzbwvqNRX2prSqNfF9fQvIz5xhZtaTcGYngGT-9I5TI4BeBIBljcQ_VRoJO43TXoqvjlNRx6SfoxvX4DhvWS66pmxVWnChsEK5HCctF3d7gs_aPYKFoy23I0GCYZCJB7aN8pidT604rX-izCL9U4g-QhU_61sx4WrzJOwo1uzPNJY6c5j1mdifG7Fs7-2UbejgzxZm1oKUrPZ6_eKiroeBRbryydKz_-bHuRUOurN7R6dV9rdta-K6YPVm8eoFAJEI8gjzV23pIcjwBY7DtOy5ErrGlmnTQe3eiJgalkg7EzmPSAZc5RLpOh8XmX1KyM5p15SNt9rfdMCuqCBNupxVaC00iDCsbQ7ZgNAIvOe1rdtl-qlMgCKsb6Wg4Y7OlKnsaToHYi4HUaOk5M5g4CrpFHRaR6K6UM5j5P1-VE0EEivHuPtjy65W36Ho42eomNf34eYzVhUtfE0xQWNwMxC1LHzvfvBKwacpWeuFsYXfMVGJrwtNM&xkcb=SoDX-_M3SEfGj-wHIh0JbzkdCdPP&p=3&fvj=1&vjs=3,https://de.indeed.com/applystart?jk=58b520894f482be9&from=vj&pos=bottom&mvj=0&spon=1&adid=405322841&ad=-6NYlbfkN0CbxEzbwvqNRX2prSqNfF9fQvIz5xhZtaTcGYngGT-9I5TI4BeBIBljcQ_VRoJO43TXoqvjlNRx6SfoxvX4DhvWS66pmxVWnChsEK5HCctF3eC8FSCILMuUBuKg9rO4mw3VmotjdclwjGFvhSFsfHXoSOUlaEYHMRBOfRgNcynYRupdLQ8Ilnh8F__rQtKuDNEv1Gk3TenDlQfvjkB5UZx9HcneFuIwoxQ-wd_c2amCeanWKu0dBlzwesVEHzb8pTBVgAtCuXf3U9IBtM9AfORfHfsEQxcXTIqei6iHODTVy6vm-oUHOWDKtrkROSqoirjRI0ei3hWXEYiuX5VxgcblQdRdgb2kTNI-_YKxZmQy8_lQgX5b3J1W539Zq_qlW_lTkqb3dVmwHCylmEm2m3ZtUJmTZTxyUkI%3D&xkcb=SoDX-_M3SEfGj-wHIh0JbzkdCdPP&sjdu=LS8ilyKMggDofIAA1pq_r5GBiNbzTzuCZrs1n3Euwfv0yW4mIK0g1QsE8AjhwaHOlir-qXZ2agk7UC-c4ZpRdpJtTLrSNEHF8Q3iqFjTdNiu5PCxX4ixyNdiQNskFmBKEPjL8UYjwrwc_rwD4cISnjQ2b9Il319ZICwwVIqdchs&vjfrom=web&astse=4b4fa4f6b46cbb91&assa=6650,,Entwicklungsingenieur / Konstrukteur Elektrotechnik im VW Werk m/w/d,,Vollzeit,MicroNova,Wolfsburg
4,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0CnU0dzMBFE7kk-0UDOV9_12sHxq5F_ZZFMQSNQ7xcM-QQFi1B74oX0pLizk2SnQrWhvEBSf_AfkwZ9WrlvVQ8yGek2q96kwSaweszKEqncjauWBkB2A1eW1LuLceQABup3QGwuobFznHGHpO8rtT8TLhmQNDSSIiA6JaToVH0eYs8OLcVp2WBL9L8AWGxpPOlK9ri6qYcIQMCgU0FQt5rlYc_ukH-ibu66l8xu5LWPsPy5locm_apaSOpzqyS9e-vj0itz5InR0GlR32tHCg_5DHSE9_8r267wMVwKwBNsNwzAkwjMJHhYfRcOw-uTEdAPUzZhktg3E-5hJlvNosgPF17EBH9axjCEQS1covi2V-2WWGEwNMBlXKtKyGUsbxkD5KWeiTUNYppBzp9Gdvh0XBYZJ45Rn4VIp_v5GICNPIkV6ODaD62hSTpzbzzA_JV2Lq2jbWtRW4elUd4IogdVpCMQ3LDT-W-n8Fr7Odt2PWhAfnt7ATUJrj_vr5-AuItNAXzgUZ44wkwknnpSwDZde8MO094HTjW1zTfWRX8fPPziRHYiE6e9Gw6XjwhfTHWxSdV2G1UAg-5I9xvfr530&xkcb=SoBI-_M3SEfGj5QHIh0LbzkdCdPP&p=4&fvj=1&vjs=3,https://de.indeed.com/applystart?jk=173307a9a25f24ba&from=vj&pos=bottom&mvj=0&spon=1&adid=405701774&ad=-6NYlbfkN0CnU0dzMBFE7kk-0UDOV9_12sHxq5F_ZZFMQSNQ7xcM-QQFi1B74oX0pLizk2SnQrWhvEBSf_AfkwZ9WrlvVQ8yGek2q96kwSaweszKEqncjfAl_Ew4Dd_bT_LEiy7ViniDmk1IURjd8w8ibI8oJZSM2-9Ldz2DzMJI4LJzGIk6X-UxSKf6VT8jx3U-AI5522Ijxw1Ue5N1HpOqb6Dsff-6hszDDZa4b5PFucbslRIDH-yVqOZjb6ybX3r4IhuopIHtzGsJnBtn0TvkDMAhHAlUZI1hnpPOpo15QCojbeMO8vlDiZrYvS_JKqlNzjR0rLiL5ltt8t7ZAVKQv8XGiIKpq_4dHJ91KFrtGq1v7uVI3SX0ME1t55_gP7yA2qhV3_jopdnXV3fFtmI0CEItRqFBO1MPMvLicP4JZFJQ1bMPjoFLkSkG0X5U&xkcb=SoBI-_M3SEfGj5QHIh0LbzkdCdPP&sjdu=PZTpGlCTE3Vc9rtunzGVl3sCvq84okGHflTd8RqcTtY&vjfrom=web&astse=d03f57a71a01ba1d&assa=51,,Entwicklungsingenieur für Test und Absicherung von Bauteilen (m/w/d),,Vollzeit,Bertrandt AG,38444 Wolfsburg
5,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0CnU0dzMBFE7kk-0UDOV9_12sHxq5F_ZZFMQSNQ7xcM-QQFi1B74oX0pLizk2SnQrWhvEBSf_Afk5u3efIWNXqpeU8vOFzGhVWdRhZdRFUN4j0smxJauNmy-Qi9LEmMNA17rlNfLfl71qQ1Wj8zNJxUoVYeK1sGbj7NREXGe8wPSx_s04S7ZdHiDeVbaZar4t85WqcMbMyaIjPg7UKL71duXDpO3215fFBMh6-uSltewidTA-oU66TgQQzrYg4nNwnOtX3g9t9DqkpDCHMsveBstSbxfb5OgtyohDLqUqgdoWlayQ0Ef_STgm1gKlLc_WFdOHoLNM9Cx-nqWKyrf55z1nLCdy65nsxcYk7Q27pcZDEV5oE0BYZnskRzxG8oOp15A4KY37d1Xf7csaMNPs138NSKBY0PSZPf9ieKKI4o599uhujiDJy70nIru2vSJI6mOjK6DT-IGF58lWQewldSJcawqjZtCMlRMruqx4MB3rCu4jx2VDVTlAeIz96C9hg8XSb-XWz6B9SCUzsjuB_DBa1L4UymhjEZxgsutndfCylIBpFUVUUTOdt8jq6BWc0SzwEk_gdyOA==&xkcb=SoD8-_M3SEfGj5QHIh0KbzkdCdPP&p=5&fvj=1&vjs=3,https://de.indeed.com/applystart?jk=9d3775884c925430&from=vj&pos=bottom&mvj=0&spon=1&adid=405701774&ad=-6NYlbfkN0CnU0dzMBFE7kk-0UDOV9_12sHxq5F_ZZFMQSNQ7xcM-QQFi1B74oX0pLizk2SnQrWhvEBSf_Afk5u3efIWNXqpeU8vOFzGhVWdRhZdRFUN4sA8YfhwVFsmFUDoKhdBbeQI7zGua6fJVRJKkiLKpSMbIsG49ciKudUxLlrK_NvA0LW1Q8wxmx1-ZOXapIM52HnehmcUfAswWQl_NhbidQz7jmM0xSIOI9dzcfBTdn3JSYz47rjLyzpLpBUkxHyxOJlSrW284aVyl84yGYfdrwtiLzLMqryZAH2cReo7cMKWxFkNuXYdCnfgWlAAWQPS9-PbpxrCK7_7_6H-FrtTV9RIJnSz24snsIgCSdyz9zl335tnd9H95tEYbCa-iqPsbi3tMuO7tS-TPQwSd2axvpEDnumhuw6gZFG47Weq85pbiBQm9YjsS3a4&xkcb=SoD8-_M3SEfGj5QHIh0KbzkdCdPP&sjdu=PZTpGlCTE3Vc9rtunzGVl47pmLrcp2PgLjigKElqYhY&vjfrom=web&astse=3672f9807bb019b8&assa=3692,,Ingenieur Fahrzeugentwicklung Elektromobilität (m|w|d),,Vollzeit,Bertrandt AG,38440 Wolfsburg
6,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0C3YlT1kWGA8TFYmlX8rfH1V4SxPugSzqg_E_chZRPKqe8NHPKw0todiM4tF75w9iVkSAoRpYtEIXyAdATjrXX6lnAUxE-EZCP_sFmdjAv0nVdzQCHD_wV-s_YLbaS0eWjCv_uM_XtY5qPR-0CHT1nkEmnI5MBUnhsl78tHrdgpYYwV_Hn1dS3oC-aIAPrZkf627-r5ywgMetBMSmewYRN8qPPpBqfvzMxfB36ot0AfJePPTx64qKFbH04fBQEPCu2TBh4zmlT3JS-RoX7sHgBO7J0SaVHUiav3Ja47BEshWo0tPDZ4rhUC3dvhBANmalPQa1xpOiL3r3F0NBmVTKndqJwLsYTlWdVCEL6BPP83l1oNApq93sZJ-ocdG1MfhZJ4GogaYxGevXnd3kWeB6s1n0AKGZnSU-xx21fF-KYyV1qmGfBESjgwnGFbctLMxb5IYcydK_PfE2zL2CWYyZRu2YFlgyACfZkbWVXsPxFgpIr1Ud5hl1gBSTzDg_01JqIsKpW-3jGIsm-nUhpWT9aDKdlkD375IBXI8wysWacpNNv7KRk7MT12Gfw5UvcpK1E0e2rU721sbyfEe5aa5WdM3P4dcy3E3l2zuun9EgWGBif_GsHf_037JKq44zR8MkE=&xkcb=SoAN-_M3SEfGj5wHIh0LbzkdCdPP&p=6&fvj=1&vjs=3,https://de.indeed.com/applystart?jk=8efd0f8983565b7e&from=vj&pos=bottom&mvj=0&spon=1&adid=387584434&ad=-6NYlbfkN0C3YlT1kWGA8TFYmlX8rfH1V4SxPugSzqg_E_chZRPKqe8NHPKw0todiM4tF75w9iVkSAoRpYtEIXyAdATjrXX6lnAUxE-EZCP_sFmdjAv0neMxXV-zeVD3pqYUaIshhy3O1NWFU1d88GgX7PpWm5aRb7HZhaSwNqRMFe7zBpX8TJdPnVajQ0CJz64bI7NPyOaQwZzS6KTOksT0kyyCd5OaCLVWhg5NAsLt7iwQmUZLeZrH3CbwHbeu1DC2Y5eqw86sjB3Ii9bb1HQ3rKZT8tSA9YJJCgS8TiOvKbX4qypyW0YagBmUh76uNaR9SGHwE920YtXDgKEOVLGW5bohOenRN7ecss0mIHW7N964RRDpLZlRM5Vur-ljvU4sSx1tSTPRkPhwXbpSGxwlD1VmX9qFBMshuX3OMMcO3R5G_q7Wdg%3D%3D&xkcb=SoAN-_M3SEfGj5wHIh0LbzkdCdPP&sjdu=vx90w9Gn7LlSCV8EGUDh0uiGDGPg7gDmuzecI-G80pBMq6nZZmZZwUtVq0mtqtrLo4pG-vGzFwzCkhU6am2RByT16_nDE_o4ntpOVMKSWt4V1DgfcXE4Mxuom-ko791fPmYiNc_L1ouhJM0dfQOiXZ-004QrRwRw4HLzu5gryRSLllrZlcJwrisZhI-JKATCvKiLUHL2lInnBjPRARaIFt-LBd1gFWNhuA7PWjMN-bKyqnEL7wO9naDB1uvSfrGy3xpeXHPb8mJfz5iifiEy5Tsu3q9Q3aXda2IOer8tzGuIB1ZF_xLzC2GdjheEl8Iw&vjfrom=web&astse=75abb69b595f1822&assa=7497,,Entwicklungsingenieur für Präzisionsoptik (m/w/d) in Göttingen,,,Qioptiq Photonics GmbH & Co. KG,Niedersachsen
7,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0DSb5vo1R_-L5OpjKMtYuJAAhWPCuiKyYrNS-1bYNxjpgqEfsA9np8n7PSmMR6SPnrV-lXBWEbW1ZBesRpzWQr68vVhll_xVp-9uTV8_vIekEMN-AmiB2Ef-cXzkVBE8V-351wB2vq93gR-UKOaL0Cao_Z76pDl7plNGQ65nFT22cwzUiS0Ne4tSERz1Aq23tgJ44dLKIf5QNJxbUGta9DsYOWBuASGqVmI_kABYJh75FT778ENualrEGEj5LR6BayMY1U4zEeATTwjDyWEWZ3UQIi3BTSO89Ur6AQRsJSzw90aIXY9BUG1O5sAXfQzOby0sSxvrdt58DC5WfSZZP2bcCFSPHP3OUp7qRHnjEJlbGgyWJCY4toDZ-10vd-7AhUsxNknUu9y4lMP1i3DWqq4M75cFw5qOyOrdtcj4Bl2pYl9Xj0pzKKfh8FQEOpQm6FrtjbbbnFEaNzaAcUKkOZdP511tyo6bcwURbbzYFLPzv8KOIpfO7IOlwZdLAnVGoxpLyGZE2fbyW_f44DK9uYlN03550uGb0tKl5Yvg4WpjbWCVsYXeNXII4qOtttiFXxb65uD0ikUxEIPVrzqfvLVy-jecwDSUk4DUZl9SnKWzT956i_gM_BFpOjd3vcSedoGdufGYTlnvNMBRiNFxSdaHOpfwRzmHoLrrI-_otlVHXkekCcf2w8KD3UCMy92A3l9v50STxZFzq-XGXgmEZax1SjceeKSaE-E3OTglerEXDIxHPSzSOKbZxXIzkG1S_U=&xkcb=SoC5-_M3SEfGj5wHIh0KbzkdCdPP&p=7&fvj=0&vjs=3,https://de.indeed.com/applystart?jk=b9e76cf7e2ac91b4&from=vj&pos=bottom&mvj=0&spon=1&adid=380732589&ad=-6NYlbfkN0DSb5vo1R_-L5OpjKMtYuJAAhWPCuiKyYrNS-1bYNxjpgqEfsA9np8n7PSmMR6SPnrV-lXBWEbW1ZBesRpzWQr68vVhll_xVp-9uTV8_vIekEMN-AmiB2EfGHvDE9D1HkYPdWMab8W6VdMlYbLxk0aKI1QJYCr1RLhW6UrlH3KQfMMDv-Ylzj_3ajy7jaNEjzjUA2eItMkRRfW_PGcuX25j3YjewFFlAUpAlNFDDIrpdWo6hGJGwTrWS3wDOf_69kbYTpkDi-xxDV9QMDLu-MkqN0ZUMXq9AgP3lnizomcspTb4JmEaJaa-fbic6h2Ap6zN8ArvOsMu0VL5Weh7tp2RAH6ReSqyS5YNjqM_Zc2bXJviYl5kG12m64Id6Hn8UxzCjj7HX4j3PbSO-zvzsirZT6Ap_5K4f5A%3D&sjdu=ccyr2espBeJzOFpVPXM-rACEC7Ec1ejscm2jWfO9t3ZlNA-Wey-xLqwgTtiGObmsf10EdkdqfSJXR-zkDerIrupO-k5KlOqvpxuOhO40-kEzwdx4bpePJQTKCAqSKSsUEUcormCS_eTgm_a_RHxP01nd8BIKSWNZdFa_Keq1L3La9BrDjqMMORox-zkbA27fo-pADUtXeOEUIIPMIx33fw&vjfrom=serp&astse=6f6b051b70d5bdaf&assa=1039,,Entwicklungsingenieur (m/w/d) Fahrzeugsimulation,25,,Excellence AG | GreenTech Engineering,Wolfsburg
8,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0CI78-GaRQqKCubaRjb7wkRz9ylhYpvCRjppBJ2P_pAO6eX9bCXLkzal5CjoXw8n3az3OQ7Q_jW51s3lh-H9sTOghsy5KIYj_DoJSOevFXjpRmNTUMj-fO9KP1VoYlIy9MyhrLbWYaXD3ZIBVpXzp3Vw-je9gXdy6iBbaIm-pgUYYKfL383nXFy-lNI0CJros1YBM0eK2_IBxU5E57MOWWYwt5AACVKOOi5jqLRFXUYYxWW0Z3ms57Zhs6mncGlnPxw3oTXlNcg9D4-hI_YXZMzndETJAP1eJwMpA2MkY_5k1Wn-DFw3e2ytelIekRf3CfFnUjY9bEH4Eon1BJfcVNrTyr1OI9UjNXJr8JnuqTs7wEFjVzwpDTpk5DsRgFKsuHZyPCBbFj4XeL2XJIh7YlX2StDjZ5fGAfX3h9CHY9eSwW4vb1TaFvKq75CpPx2sfw_nGAoJ8VIp4r_8mcL7GB6Dwz_jwVIRvdRM8E96v2oa-OGS4aEqh4egtcTeXq9Pq_ZfG_dY5X9jPODli6BQ8dH4zl4koUZiVRUfQfGKgdIoSCAzLkqvfkx1vQmwd08XhqfTExkeBe2UZNbVs9arp-cmuw3I3Oe8vNji4xYbRnp_BGmv4a1_RCCkpDx8XmO4-zDyUqw8NjVuVJelhCSrLr-fgSTYAtUkLs=&xkcb=SoCD-_M3SEfGj4QHIh0LbzkdCdPP&p=8&fvj=0&vjs=3,https://de.indeed.com/applystart?jk=477786c2030e1768&from=vj&pos=bottom&mvj=0&spon=1&adid=402103556&ad=-6NYlbfkN0CI78-GaRQqKCubaRjb7wkRz9ylhYpvCRjppBJ2P_pAO6eX9bCXLkzal5CjoXw8n3az3OQ7Q_jW51s3lh-H9sTOghsy5KIYj_DoJSOevFXjpVA9rADjyLFz1UlirSVfRP4QWphdORKWpZWYOupMDcfqRgxbYfPUcdVI8p1Fbw6j1xCFVgEvqAdEQQ3Q80k3EUCaYoVWpZoehLdIsukX_DjlaVjzXnW6NGI0pfGnQkeuZtwTfyZCwrPOxPJpVNAp0ap2NtIRVG2JJGgArN3mH_JkuCAx67TnycMX2qyEVvnp3NEy6EXrlWUvFd4NMMVW98OZghyVn8TmNYWiYMgivkwN0rcM5dqD4KEbc0pOHyuCt3BMuZvWDVLoJZxDGginguQ-l_Wf-FMsvqt6scotEC94&sjdu=cY6HuLxBYWUsaiSiWuRRt3ZvP0XlSgGumwkkFBzeIfLXHQ8ZTlF4T9QGFZpzzNeJp2vuoY3HEfoiEBi1eVkNiOE03kLTRH9Ww92cS2LmwFrACnExJPHGYK1x68mkArkiPbamn8iGPM1tOWBl52pa0pndAQHiQjiDd5GjGL3VdSn5-UBdFMCR3PSIY3HpnT7QFlTPzp7yNw3ICCAnwShIzQ&vjfrom=serp&astse=e1aa5d5b060fe9fb&assa=4689,,Entwicklungsingenieur Maschinenbau (w/m/d),,Vollzeit,Capgemini Engineering,Wolfsburg
9,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0Bol_Fs73f0jZwz-XFUQyVj4Jg7zVyXL6gATa1b3rHghDRPZzpR0yIhbcZBpx2wJ9hcygFzP9f_NLsUdxDgOhn7uQl13cIQm3s85QbYG-DWbf7Pvu9dkfty-LDeu0HM2B2F6-PnWjFnE2UxX6McmcAydHswTcObM2I9vHlzKRTXc20L59vp6nSu0zo4Vh_XH6VB0ALUuU4TrmdH6zagcFk3w6s98FiRbdE5M_ImfmUfi86W10Ur_BxAgTyLzxDssrYacHya1QM2v0lrMfV4q6dgK6-aA6SDmL7SO9SjkcUzOYgqGzsVHUSB-b9wRlkGewUwxkoK7bVkWXY_J4pTk98b5HjWG9g85TudomCU0tBkuU1sjAqqzh_I5VcOfYH0hG3yVlRZ7DsscroeEl7cl1nEAkKTULkO3Sqy5-TnA4AlAuVV65pmdlfCvpF6urDNvCuGkOdrrQqOfmVIcHGETdrJ_ch3nIXngf0n6g5aiNO2Odd5yZCybXHmm-d6TTra7gu1guzfmBLY5wYJe4VcRwdT850970CZclz67h0pTBbyZCcDJ6VOiM0ti3zEpyIs3KsuUseFLuGdLyun9hI94iNmDX2J8ZWub_L-uNZOUrsoPCSsOhKGOYSM&xkcb=SoA3-_M3SEfGj4QHIh0KbzkdCdPP&p=9&fvj=0&vjs=3,https://de.indeed.com/applystart?jk=5d1d11c98126471d&from=vj&pos=bottom&mvj=0&spon=1&adid=403777333&ad=-6NYlbfkN0Bol_Fs73f0jZwz-XFUQyVj4Jg7zVyXL6gATa1b3rHghDRPZzpR0yIhbcZBpx2wJ9hcygFzP9f_NLsUdxDgOhn7uQl13cIQm3s85QbYG-DWbRFf8_LiDRaubvh9Z2FBht0ZjnAP4e6m7q-ZwlDM2G3n_fV-sbcaxEgLq9TzhaqCdXwC52xFAfqoKm5NwLxbttr8EDpiG-hwdEg9jm8KuTF8nJ-YSMhrAyoqEF4wgMu9rI6jZnIHstDPORPS1LKjKCUYDdcdqVXPdLcgwRq95XKP27FqB8_sACI4n3n-eFrlAd9wF1rOXZNm1aARnryY2teTMcbpNS71Rgg-H98On4PySIre4YY0BjdhaJbeKNpAzDm6cG32pS_seNHjjFWi7SQiYb8o5t6R6fY2PnvwDlCLLulXCN7kdECre9ArD72vfg%3D%3D&sjdu=t26rfARm3NuiXOIfNAiHGRBVG6qlufsdUUFn0Q4QvMnEhdOUPw4aZgNpgOdPzlV7e_mqYHzSF-R32yFMFtdmmQbmoKsbah8oQoan_4JsKiJBGH1krvuD7Q84nLgt68Ap&vjfrom=serp&astse=002fdf2cd284348d&assa=8202,,Test- und Entwicklungsingenieur für Driver Information Function (DIF) (m/w/d),,,in-tech,Wolfsburg
10,https://indeed.de/rc/clk?jk=e1574d5c6ab977aa&fccid=e1d5c25cf0ddb9ef&vjs=3,https://de.indeed.com/applystart?jk=e1574d5c6ab977aa&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKkwzRSUTKJFn9tQnQ4TL0h2kN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=85c9b8796975a1fb&assa=1508,,Junior Entwicklungsingenieur / Techniker (m/w/d) Automotive Fahrerassistenzsysteme,,,ES-Tec GmbH,
11,https://indeed.de/rc/clk?jk=6169e86f17d31e15&fccid=95fde455b1b3a55d&vjs=3,,,Entwicklungsingenieur Getriebe (m/w/d),,Festanstellung,hofer powertrain,
12,https://indeed.de/rc/clk?jk=635aaae9454f77c1&fccid=a8128b0f1af14ed3&vjs=3,https://de.indeed.com/applystart?jk=635aaae9454f77c1&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKmU0s6fMmLjpytmAya2UXHVkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=61e5351bb10afc7d&assa=8194,,Entwicklungsingenieur für funktionale Sicherheit (Bremsregelsysteme) (m/w/d),,,AVL,Wolfsburg
13,https://indeed.de/rc/clk?jk=376cd431d541c8e2&fccid=254ad00cf333484f&vjs=3,https://de.indeed.com/applystart?jk=376cd431d541c8e2&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKkSPAdr7JoV7g3aHVxI4hq0kN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=2b117c886df8cfe7&assa=1564,,Entwicklungsingenieur (w/m/d) Diagnose,,Festanstellung,Magna International Inc.,Wolfsburg
14,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0AuOCSRSU7o2q-pn6A6q8qEaicsalZ2sSfL9wE1arFZ3_fAsdbZ8SC1_oQsbSsQbHe8u1vwAnjEPSDZiy66xMkFFvSKAzQl6YGZzlM862tz6huWWV7c6Yf8fvEWhdy1WLlZYrfeP44sDVPXp6zrt51XoYIm8-1JxNxgeTBQ-GdcDxEx8H375AUZzZ45QdcwXLHNU_v_z29RmQyxjJHhoRljThgx2tRari5XbTvCm5-67zc-kGSuk2eIhNkVT2FHpWC0-VR2qOEqmiRZQhjSR72gDdYpRc4NDLlbjFcGIqeKYUgyC0mlfoRyAoHN2HREHVCiybk808HHtxPWpqctlL4x7RgJS9wad-6erwyEsVh4thN6gW0ftEqc2Df9DUKyJdPjo0DnqbHPETbRViwc3VrwiWJhWcLg0vYSMRGgIFc_4_6-9q6X7k8lnEvK2sb0a4C0l93RhO4KREUbu5u-JTnzRuexd533updpFrW2i0I-1wC8lbcfV6oruo6C7hjyB-mrnkTDRAfVDm6Gz1HjBB0ZWVSpg1A7E7cx-aOI0gSEdWgQLeefpG2WC9N2SItAHnFk7M7PGvBfxRcYoejo8ef3mb_r9zmD2U97ypy_1pT0vMTBN0QvrKR_837jr1rY3sanbd05Rp_o87CCodK6U0kJFV2QZGH4oVPeUIvv8TL5Wuj0slpuBRSymNXZLiLsKE8VHVzUXrDJWbCL7oOoyTU_0GEVkbqIIitV5bhdogASjg==&xkcb=SoCf-_M3SEfGj7QHIh0LbzkdCdPP&p=14&fvj=0&vjs=3,,,Entwicklungsingenieur (gn) Fahrversuch,,Festanstellung,Stegmann Personaldienstleistung GmbH,38448 Wolfsburg
,url,directapply,salary,jobtitle,jobopeningdate,contractduration,company,city
0,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0CbxEzbwvqNRX2prSqNfF9fQvIz5xhZtaTcGYngGT-9I5TI4BeBIBljcQ_VRoJO43TXoqvjlNRx6RGVBymOcVzs5Da2zGwpzV3qoeQQFT5xqSAjtoDsteTeprPgKNfGaLLcINfgbtHKd2cWkB9WiBkL4pIUuoK2PA9Qq48_AYXF7Xd9OSVu0YIQG-DUGuFZ2TyZzVIGZTATkDDP7zynO50AUwTMi3D7z0foRGSRHoEexPApaHu6E2HOVBN4BMkV5_F4Kt8vFPjM71cPRq39ReMC-N0l-RXDvQZGtvRKpxCvbG7049mpUOTe8tkOwePEHUK_J8TQ5bF3lxoiEZDzNkvGnPC-TL72YWwPgSfO5HwB6xpH3FtWUhFqF00UMkGPE9KcAYhkxtUBGAbEAWdiqg1vStGeefwWzZchHu_wxznLt7uGmrhrGMZUn9H8e3mq_8jo-8R-74qfD-9uPVDBpi9q0dHmEVUSNRyeIKJ4A53OnXtrEmLH01Hjb5XSCbn4OH8=&xkcb=SoCM-_M3SEffnLxuWZ0LbzkdCdPP&p=0&fvj=1&vjs=3,https://de.indeed.com/applystart?jk=5ac51d624a9fce5e&from=vj&pos=bottom&mvj=0&spon=1&adid=405322841&ad=-6NYlbfkN0CbxEzbwvqNRX2prSqNfF9fQvIz5xhZtaTcGYngGT-9I5TI4BeBIBljcQ_VRoJO43TXoqvjlNRx6RGVBymOcVzs5Da2zGwpzV3qoeQQFT5xqd1jQAOi7x7NcodO3B8Akb_kyXsqeVCMoo-xG-3ps7WPULtLCsSE018_k3-et4SCA4SI1v4SvZ7gFEe0GBnjHt-cMpmjm9QMEZvB3yWbsEls8DQmVA2QnrKps3ybxq6gJ-Rigocz9cz8HP6soL592j9eu34dIQd5VnVWxhRjGWmdYzKS6FopHofZDn8OR-DLVDJrJHDayCRgOvV6zZqBqITa04EQVIZy9r0mm3YHuQyF9lljkDobgc2EtBFMMCAZHYJDmVGL3lPeXE-iGO1oFKjqXYrupafHvkeV-jZzi2yVvqQYVqXK6_I%3D&xkcb=SoCM-_M3SEffnLxuWZ0LbzkdCdPP&sjdu=LS8ilyKMggDofIAA1pq_r5GBiNbzTzuCZrs1n3Euwfv0yW4mIK0g1QsE8AjhwaHOlir-qXZ2agk7UC-c4ZpRdpJtTLrSNEHF8Q3iqFjTdNiu5PCxX4ixyNdiQNskFmBKEPjL8UYjwrwc_rwD4cISnjQ2b9Il319ZICwwVIqdchs&vjfrom=web&astse=ae49b61234fa94d5&assa=3673,,Entwicklungsingenieur / Konstrukteur Elektrotechnik im VW Werk m/w/d,,Vollzeit,MicroNova,Braunschweig
